date,daytype,seconds,miles,tips,total,payment_type,speed
4/16/19,weekday,741,3.56,1,13.75,Credit,17.295547
11/18/19,weekday,195,0.6,0,5,Cash,11.076923
6/6/19,weekday,300,1,0,6,Cash,12
8/19/19,weekday,1560,16.3,11.15,55.4,Credit,37.615385
1/2/19,weekday,2130,14.76,3,47.25,Credit,24.946479
5/16/19,weekday,2561,11.43,4,35.5,Credit,16.067161
4/8/19,weekday,1020,5.3,3.25,19.5,Credit,18.705882
10/23/19,weekday,593,0.9,2,9.25,Credit,5.4637437
1/11/19,weekend,356,0.46,3,10,Credit,4.6516854
12/26/19,weekday,34012,21.02,0,53.75,Cash,2.2248618
8/11/19,weekday,2765,17.7,7,52.5,Credit,23.045208
2/28/19,weekday,1362,5.27,2.66,20.41,Credit,13.929515
6/27/19,weekday,181,0.4,0,4.5,Cash,7.9558011
8/28/19,weekday,660,1,0,7.75,Cash,5.4545455
6/24/19,weekday,322,1.61,1,8.75,Credit,18
4/25/19,weekday,488,0.72,0,6.25,Cash,5.3114754
6/26/19,weekday,780,2.7,2.4,13.9,Credit,12.461538
2/26/19,weekday,1443,5.86,6,26,Credit,14.619543
4/18/19,weekday,673,1.7,2,12,Credit,9.0936107
1/18/19,weekend,565,1.24,0,7.5,Cash,7.900885
8/17/19,weekend,1620,11.9,9.12,45.62,Credit,26.444444
11/12/19,weekday,240,0.6,0,5.25,Cash,9
11/16/19,weekend,1080,3,0,12.25,Cash,10
8/16/19,weekend,960,1.6,1,10.5,Credit,6
8/1/19,weekday,891,2.99,2,14,Credit,12.080808
10/24/19,weekday,540,0.1,0,8,Cash,0.66666667
8/28/19,weekday,380,1.21,2,9,Credit,11.463158
2/23/19,weekend,996,8.5,3.82,29.32,Credit,30.722892
3/2/19,weekend,360,1,2,9.25,Credit,10
2/21/19,weekday,1140,3.7,0,13.75,Cash,11.684211
10/12/19,weekend,143,0.5,0,4.25,Cash,12.587413
4/9/19,weekday,1943,12.3,5.62,43.12,Credit,22.789501
12/9/19,weekday,2218,16.31,5,51.25,Credit,26.472498
6/9/19,weekday,450,1.18,0,7.5,Cash,9.44
4/28/19,weekday,234,0.76,0,5.25,Cash,11.692308
9/15/19,weekday,511,1.33,2,11,Credit,9.369863
2/25/19,weekday,1680,1.1,9.9,59.4,Credit,2.3571429
4/26/19,weekend,100,0.07,0,3.5,Cash,2.52
11/5/19,weekday,929,0.84,3,13.25,Credit,3.255113
9/20/19,weekend,180,0.47,0,4.25,Cash,9.4
10/28/19,weekday,1579,14.8,7.7,46.2,Credit,33.742875
9/13/19,weekend,1620,18.1,10,60,Credit,40.222222
9/24/19,weekday,720,0.2,3,14.5,Credit,1
7/9/19,weekday,540,1.3,3,10.5,Credit,8.6666667
6/20/19,weekday,654,0.98,0,10.75,Cash,5.3944954
3/19/19,weekday,360,1.1,0,7.25,Cash,11
3/19/19,weekday,468,1.14,2,9.5,Credit,8.7692308
10/15/19,weekday,331,0.87,0,6,Cash,9.4622356
9/4/19,weekday,522,2.58,3,13.25,Credit,17.793103
4/14/19,weekday,240,0.8,0,6.5,Cash,12
5/9/19,weekday,508,0.57,0,6.25,Cash,4.0393701
2/2/19,weekend,1446,2.4,0,13.75,Cash,5.9751037
8/7/19,weekday,480,1.7,0,8,Cash,12.75
2/19/19,weekday,1020,2,2.85,14.35,Credit,7.0588235
4/30/19,weekday,660,2.6,0,11.5,Cash,14.181818
4/30/19,weekday,1463,2.46,0,13.75,Cash,6.0533151
5/24/19,weekend,2160,1,12.35,61.35,Credit,1.6666667
8/21/19,weekday,540,1,0,6.75,Cash,6.6666667
6/14/19,weekend,1700,6.51,5.94,29.69,Credit,13.785882
5/14/19,weekday,240,0.2,0,4.5,Cash,3
5/11/19,weekend,1233,13.56,5.21,39.96,Credit,39.591241
8/10/19,weekend,480,1,0,8.25,Cash,7.5
6/5/19,weekday,240,0.9,0,5.5,Cash,13.5
4/26/19,weekend,300,0.6,0,5.25,Cash,7.2
4/3/19,weekday,420,0.9,3,9.25,Credit,7.7142857
12/4/19,weekday,3180,13.4,0,36.5,Cash,15.169811
5/1/19,weekday,663,1.9,1,10.25,Credit,10.316742
1/28/19,weekday,6471,6.6,0,44,Cash,3.6717663
10/30/19,weekday,319,0.66,0,5.5,Cash,7.4482759
3/2/19,weekend,900,6.2,0,18.5,Cash,24.8
9/10/19,weekday,540,1.8,0,8,Cash,12
9/30/19,weekday,886,5.83,0,17,Cash,23.688488
6/24/19,weekday,317,0.7,3,10.5,Credit,7.9495268
8/27/19,weekday,471,1.1,2,9.25,Credit,8.4076433
6/9/19,weekday,231,0.56,0,5,Cash,8.7272727
10/8/19,weekday,823,1.7,1,10.5,Credit,7.436209
6/13/19,weekday,689,1.08,0,7.25,Cash,5.6429608
11/16/19,weekend,906,6.7,0,20.5,Cash,26.622517
2/11/19,weekday,480,0.6,2,8.25,Credit,4.5
5/2/19,weekday,351,0.67,0,5.75,Cash,6.8717949
5/15/19,weekday,240,0.7,0,5.25,Cash,10.5
5/7/19,weekday,511,1.59,3,12.75,Credit,11.201566
3/27/19,weekday,942,3.97,0,13.5,Cash,15.171975
8/19/19,weekday,1605,12.7,6.8,40.8,Credit,28.485981
6/22/19,weekend,660,2.8,1,11.75,Credit,15.272727
6/26/19,weekday,222,0.52,0,4.75,Cash,8.4324324
4/7/19,weekday,420,0.1,2.25,10,Credit,0.85714286
6/23/19,weekday,240,1.1,0,7.25,Cash,16.5
3/5/19,weekday,900,0.4,4.1,24.6,Credit,1.6
2/20/19,weekday,502,1.43,2,10.25,Credit,10.25498
11/27/19,weekday,1740,1.8,0,12.5,Cash,3.7241379
2/4/19,weekday,300,0.9,1,6.75,Credit,10.8
7/24/19,weekday,747,1.4,0,9.75,Cash,6.746988
7/31/19,weekday,420,1.3,0,7,Cash,11.142857
3/16/19,weekend,420,1.5,3,10.5,Credit,12.857143
10/24/19,weekday,794,2.96,3.15,18.9,Credit,13.420655
7/22/19,weekday,300,0.6,0,5.25,Cash,7.2
3/4/19,weekday,891,3.36,2.5,15,Credit,13.575758
3/6/19,weekday,180,0.4,2,7.25,Credit,8
8/19/19,weekday,521,1.53,3,11.25,Credit,10.571977
1/10/19,weekday,451,1.5,2,10.5,Credit,11.973392
10/22/19,weekday,720,4.2,3,20.5,Credit,21
7/11/19,weekday,841,1.6,0,9.25,Cash,6.8489893
7/10/19,weekday,624,1.49,2,11.75,Credit,8.5961538
10/24/19,weekday,480,1.1,2,9.5,Credit,8.25
10/29/19,weekday,1800,13.5,10.9,46.9,Credit,27
6/12/19,weekday,1140,6.8,7.05,30.55,Credit,21.473684
8/30/19,weekend,360,0.6,0,5.75,Cash,6
12/13/19,weekend,300,0.8,0,7,Cash,9.6
6/19/19,weekday,1380,0.2,0,16.5,Cash,0.52173913
3/14/19,weekday,840,1.6,2,11.5,Credit,6.8571429
6/3/19,weekday,698,2.8,2,13,Credit,14.441261
7/30/19,weekday,240,0.6,0,4.75,Cash,9
3/12/19,weekday,360,1.1,3,9,Credit,11
4/15/19,weekday,302,0.92,0,6,Cash,10.966887
12/16/19,weekday,223,0.76,1,8.75,Credit,12.269058
3/1/19,weekend,240,0.5,2,7,Credit,7.5
11/27/19,weekday,2428,7.29,5.94,29.69,Credit,10.808896
4/14/19,weekday,480,1.1,0,7.75,Cash,8.25
4/11/19,weekday,360,0.8,2,8,Credit,8
7/5/19,weekend,750,4.09,0,13.5,Cash,19.632
2/25/19,weekday,660,0.6,2,9,Credit,3.2727273
5/11/19,weekend,540,1.6,1,9,Credit,10.666667
3/14/19,weekday,209,0.61,0,5,Cash,10.507177
2/8/19,weekend,2932,17.59,9.9,59.4,Credit,21.597544
12/16/19,weekday,534,2.96,0,10.5,Cash,19.955056
7/25/19,weekday,480,0.8,0,6.5,Cash,6
10/2/19,weekday,911,3.31,3.19,15.94,Credit,13.080132
4/1/19,weekday,480,3.4,0,11.5,Cash,25.5
11/30/19,weekend,1298,16.3,0,45,Cash,45.208012
6/10/19,weekday,3048,17.1,7.35,56.35,Credit,20.19685
7/29/19,weekday,924,5.09,0,16.75,Cash,19.831169
6/19/19,weekday,1078,9.38,6.15,36.9,Credit,31.324675
12/11/19,weekday,600,2.1,0,9.25,Cash,12.6
1/29/19,weekday,260,0.89,0,5.5,Cash,12.323077
9/25/19,weekday,411,0.67,4,10.25,Credit,5.8686131
8/14/19,weekday,2893,17.67,7.39,56.64,Credit,21.988247
2/23/19,weekend,300,0.6,0,6.75,Cash,7.2
6/24/19,weekday,420,1.6,3,14.5,Credit,13.714286
1/29/19,weekday,1140,1.8,0,10.75,Cash,5.6842105
9/16/19,weekday,1140,0.3,0,18,Cash,0.94736842
2/8/19,weekend,540,0.1,2,11.25,Credit,0.66666667
4/2/19,weekday,801,5.71,4.25,25.5,Credit,25.662921
4/4/19,weekday,309,0.69,2,8,Credit,8.038835
10/31/19,weekday,180,0.5,2,6.75,Credit,10
11/28/19,weekday,1927,17.13,0,0.01,Cash,32.002076
2/25/19,weekday,1800,18.5,5,55.75,Credit,37
7/27/19,weekend,102,0.09,0,4.75,Cash,3.1764706
12/14/19,weekend,240,2.3,1,9.25,Credit,34.5
9/13/19,weekend,384,0.94,2,8.75,Credit,8.8125
7/31/19,weekday,172,0.56,2,7.25,Credit,11.72093
3/2/19,weekend,1091,3.35,0,14,Cash,11.054079
12/20/19,weekend,1286,8.09,0,23.75,Cash,22.646967
4/23/19,weekday,1260,12.9,0,33.25,Cash,36.857143
1/25/19,weekend,355,1.8,0,7.5,Cash,18.253521
1/8/19,weekday,303,0.82,0,5.5,Cash,9.7425743
6/27/19,weekday,2160,1,9.3,55.55,Credit,1.6666667
12/5/19,weekday,1620,0.9,0,43,Cash,2
11/25/19,weekday,494,1.4,2,9.75,Credit,10.202429
5/30/19,weekday,2280,17.2,8.55,51.3,Credit,27.157895
6/7/19,weekend,567,5.99,3.65,21.9,Credit,38.031746
2/4/19,weekday,720,3.2,2.3,13.8,Credit,16
4/12/19,weekend,864,1.37,0,9,Cash,5.7083333
5/19/19,weekday,180,0.9,0,6.5,Cash,18
7/26/19,weekend,3048,17.09,10.2,61.2,Credit,20.185039
2/15/19,weekend,780,1.5,1.25,10.25,Credit,6.9230769
7/17/19,weekday,244,0.25,0,4.5,Cash,3.6885246
11/8/19,weekend,600,2.2,2,11,Credit,13.2
2/7/19,weekday,522,0.97,0,7.25,Credit,6.6896552
4/21/19,weekday,180,0.7,2,6.75,Credit,14
7/6/19,weekend,1560,16,0,37.5,Cash,36.923077
2/28/19,weekday,748,6.18,5,23.25,Credit,29.743316
5/3/19,weekend,1140,3.2,2.9,17.4,Credit,10.105263
12/10/19,weekday,245,1.03,1,7.25,Credit,15.134694
11/16/19,weekend,420,1.4,0,7,Cash,12
5/8/19,weekday,2713,16.5,10.56,52.81,Credit,21.894582
6/4/19,weekday,300,2.1,0,8.25,Cash,25.2
4/28/19,weekday,600,1.8,0,9.75,Cash,10.8
10/9/19,weekday,2220,9.8,0,29.4,Cash,15.891892
1/2/19,weekday,960,1.9,0,10.5,Cash,7.125
1/22/19,weekday,3120,16.3,9.05,54.3,Credit,18.807692
2/14/19,weekday,1320,9.5,0,25.5,Cash,25.909091
1/3/19,weekday,540,1.8,3,11.5,Credit,12
3/29/19,weekend,840,7.4,4.15,24.9,Credit,31.714286
1/8/19,weekday,215,0.68,1,8,Credit,11.386047
2/9/19,weekend,540,1.5,2,9.75,Credit,10
10/23/19,weekday,2223,5.03,4.25,25.5,Credit,8.145749
5/21/19,weekday,1205,2.95,2.7,16.2,Credit,8.813278
5/8/19,weekday,2340,8.5,8.15,35.4,Credit,13.076923
2/28/19,weekday,387,1.19,3,10,Credit,11.069767
7/31/19,weekday,1320,13.9,8.05,48.05,Credit,37.909091
6/1/19,weekend,5737,10.23,0,48.5,Cash,6.419383
8/23/19,weekend,513,1.93,2,10.75,Credit,13.54386
9/9/19,weekday,660,4.7,4.5,19,Credit,25.636364
11/11/19,weekday,2100,19.7,2.22,55.47,Credit,33.771429
7/10/19,weekday,758,1.89,0,9.25,Cash,8.9762533
4/1/19,weekday,1980,16.9,9.4,56.4,Credit,30.727273
9/27/19,weekend,1500,1,9.7,57.7,Credit,2.4
3/27/19,weekday,1980,0.9,7,48.75,Credit,1.6363636
11/12/19,weekday,1169,13.38,0,38.75,Cash,41.204448
10/14/19,weekday,391,1.07,4,11,Credit,9.8516624
9/21/19,weekend,674,1.61,4,13,Credit,8.5994065
10/12/19,weekend,802,4.4,2.32,17.82,Credit,19.750623
4/27/19,weekend,420,1.2,0,7,Cash,10.285714
4/12/19,weekend,580,1.76,0,9.25,Cash,10.924138
2/16/19,weekend,390,1.1,2,9.25,Credit,10.153846
4/4/19,weekday,211,0.99,0,5.5,Cash,16.890995
12/20/19,weekend,380,0.98,0,7.25,Cash,9.2842105
9/30/19,weekday,780,0.1,2.3,13.3,Credit,0.46153846
5/2/19,weekday,600,3,2.1,12.85,Credit,18
8/6/19,weekday,600,2.4,0,9.5,Cash,14.4
7/17/19,weekday,420,0.8,1,7,Credit,6.8571429
8/8/19,weekday,280,0.7,2,7.75,Credit,9
1/15/19,weekday,726,1.75,2,11.75,Credit,8.677686
4/10/19,weekday,480,2.8,0,8,Cash,21
4/5/19,weekend,747,4.5,0,14.5,Cash,21.686747
6/27/19,weekday,832,6.34,0,18.25,Cash,27.432692
11/7/19,weekday,240,1,0,6,Cash,15
6/8/19,weekend,815,4.83,0,16.25,Cash,21.334969
7/12/19,weekend,750,2.02,2,13.5,Credit,9.696
11/27/19,weekday,191,0.84,2,7.75,Credit,15.832461
4/23/19,weekday,486,1.1,0,8.25,Cash,8.1481481
10/16/19,weekday,765,1.7,0,9,Cash,8
7/28/19,weekday,256,0.89,0,5.5,Cash,12.515625
9/27/19,weekend,480,0.8,2,10.5,Credit,6
8/9/19,weekend,1560,0.4,0,21.25,Cash,0.92307692
10/9/19,weekday,1560,1.2,10,87.25,Credit,2.7692308
4/29/19,weekday,660,0.6,0,7,Cash,3.2727273
2/14/19,weekday,3934,18.61,10.7,64.2,Credit,17.029995
6/16/19,weekday,881,3.6,0,13.5,Cash,14.710556
2/27/19,weekday,2100,6.3,0,20.25,Cash,10.8
4/4/19,weekday,735,2,2,11.75,Credit,9.7959184
6/25/19,weekday,780,6.5,0,18.5,Cash,30
7/16/19,weekday,180,1.3,0,6.25,Cash,26
7/13/19,weekend,1440,6.2,5.9,25.15,Credit,15.5
6/16/19,weekday,180,0.6,0,6.5,Cash,12
2/11/19,weekday,2201,17.03,8.8,52.8,Credit,27.854612
9/27/19,weekend,411,0.81,2,8.75,Credit,7.0948905
8/4/19,weekday,765,3.91,1,15.25,Credit,18.4
2/9/19,weekend,135,0.74,2,7.25,Credit,19.733333
8/9/19,weekend,720,1.7,0,10,Cash,8.5
12/14/19,weekend,726,6,0,18.5,Cash,29.752066
9/11/19,weekday,1020,3,0,13.25,Cash,10.588235
11/5/19,weekday,412,2.08,0,8.25,Cash,18.174757
3/4/19,weekday,628,1.13,0,7.5,Cash,6.477707
7/27/19,weekend,351,1.42,0,9,Cash,14.564103
10/4/19,weekend,360,1.7,0,7.5,Cash,17
7/16/19,weekday,10762,16.63,0,45.5,Cash,5.5629065
1/14/19,weekday,348,1,2,8.5,Credit,10.344828
4/7/19,weekday,2280,17.6,0,48,Credit,27.789474
7/19/19,weekend,1156,10.93,0,48.25,Cash,34.038062
11/22/19,weekend,923,1.71,1,11.25,Credit,6.6695558
6/5/19,weekday,720,4.87,3,18,Credit,24.35
5/10/19,weekend,840,2.1,2.05,12.3,Credit,9
6/7/19,weekend,356,0.94,2,8.5,Credit,9.505618
7/1/19,weekday,1500,10.8,0,30,Cash,25.92
6/19/19,weekday,480,1.3,1.45,8.7,Credit,9.75
1/3/19,weekday,480,0.1,0,8.75,Cash,0.75
1/18/19,weekend,600,0.1,0,11.25,Cash,0.6
1/17/19,weekday,646,2.16,0,10,Credit,12.037152
9/5/19,weekday,660,1.7,1,9.5,Credit,9.2727273
12/9/19,weekday,540,2.4,0,9.5,Cash,16
10/22/19,weekday,231,1,0,6.25,Credit,15.584416
1/11/19,weekend,3540,17.6,12.44,62.19,Credit,17.898305
2/11/19,weekday,1893,12.22,0,72.5,Credit,23.239303
10/2/19,weekday,3600,10.2,0,34.5,Credit,10.2
9/26/19,weekday,572,0.84,0,7,Cash,5.2867133
6/6/19,weekday,798,1.64,0,9,Cash,7.3984962
2/11/19,weekday,1633,5.12,0,18.25,Credit,11.287201
6/19/19,weekday,753,1.32,0,9.75,Cash,6.310757
8/23/19,weekend,825,1,0,8,Cash,4.3636364
2/17/19,weekday,402,1.4,2,10.25,Credit,12.537313
12/23/19,weekday,480,4.9,0,14.5,Cash,36.75
11/2/19,weekend,1020,5.5,0,16.75,Cash,19.411765
11/25/19,weekday,871,2.15,0,12.5,Cash,8.8863375
6/13/19,weekday,840,0.1,2.35,13.6,Credit,0.42857143
3/26/19,weekday,360,1,0,6.25,Cash,10
10/14/19,weekday,714,3.41,2,14.25,Credit,17.193277
7/4/19,weekday,1080,4.1,0,14.5,Cash,13.666667
6/29/19,weekend,589,1.42,0,10.5,Cash,8.6791171
10/11/19,weekend,1380,0.3,0,16.75,Cash,0.7826087
12/17/19,weekday,711,1.5,0,8.25,Cash,7.5949367
9/20/19,weekend,2220,8,0,25.25,Cash,12.972973
1/25/19,weekend,480,1.1,0,7.5,Cash,8.25
12/20/19,weekend,720,2.3,0,14.75,Cash,11.5
2/8/19,weekend,480,1.9,3,12.75,Credit,14.25
5/18/19,weekend,1080,3.9,3.4,16.65,Credit,13
4/24/19,weekday,312,0.9,1,8.25,Credit,10.384615
6/9/19,weekday,360,0.8,2,9.25,Credit,8
11/8/19,weekend,180,0.9,2,7.5,Credit,18
9/13/19,weekend,240,1.2,0,6.75,Cash,18
1/4/19,weekend,597,5.7,0,16.25,Cash,34.371859
4/15/19,weekday,602,2.04,2,11.5,Credit,12.199336
11/14/19,weekday,252,0.49,0,5,Cash,7
5/22/19,weekday,284,0.7,0,6.25,Cash,8.8732394
5/7/19,weekday,343,0.76,3,11.25,Credit,7.9766764
8/27/19,weekday,364,0.88,2,8.5,Credit,8.7032967
5/16/19,weekday,480,1.1,0,6.75,Cash,8.25
3/24/19,weekday,673,1.75,2,11.25,Credit,9.3610698
4/5/19,weekend,564,3.38,0,11.25,Cash,21.574468
4/4/19,weekday,618,1.4,2,10.25,Credit,8.1553398
6/19/19,weekday,664,3.21,2,14,Credit,17.403614
5/15/19,weekday,886,6,3.85,23.1,Credit,24.379233
6/15/19,weekend,454,1.12,0,6,Cash,8.8810573
12/2/19,weekday,540,1.3,1,8.5,Credit,8.6666667
8/8/19,weekday,231,1.42,0,6.5,Cash,22.12987
12/22/19,weekday,986,3.45,0,15.25,Cash,12.596349
3/23/19,weekend,1778,15.6,5,50.5,Credit,31.586052
2/26/19,weekday,301,1.4,0,6.5,Cash,16.744186
6/13/19,weekday,1753,9.83,7,7.78,Credit,20.187108
1/22/19,weekday,1380,4,2.95,17.7,Credit,10.434783
2/21/19,weekday,359,0.9,0,5.5,Cash,9.0250696
3/1/19,weekend,522,3.6,0,15.75,Cash,24.827586
7/17/19,weekday,705,2.1,0,9.25,Cash,10.723404
12/29/19,weekday,451,1.3,0,7.25,Cash,10.37694
9/21/19,weekend,660,3.1,2.8,16.3,Credit,16.909091
1/25/19,weekend,539,1.57,0,8,Cash,10.486085
7/16/19,weekday,540,1.5,0,8,Cash,10
5/28/19,weekday,2196,17.83,10,60,Credit,29.229508
6/9/19,weekday,1860,13.1,8.05,48.05,Credit,25.354839
12/16/19,weekday,360,0.7,0,7.25,Cash,7
9/23/19,weekday,890,3.7,0,13,Cash,14.966292
10/9/19,weekday,628,1.12,2,10.5,Credit,6.4203822
9/30/19,weekday,580,1,0,7.25,Cash,6.2068966
12/26/19,weekday,1740,14,0,42.15,Cash,28.965517
5/5/19,weekday,780,3.3,1,12.5,Credit,15.230769
10/18/19,weekend,687,1.85,0,9,Cash,9.6943231
6/13/19,weekday,360,0.8,0,5.75,Cash,8
1/29/19,weekday,254,0.65,0,5.25,Cash,9.2125984
5/17/19,weekend,480,1.3,0,7.25,Cash,9.75
9/1/19,weekday,960,0.3,3.45,20.2,Credit,1.125
7/7/19,weekday,960,0.2,0,17,Cash,0.75
6/24/19,weekday,563,1.7,2,11.75,Credit,10.870337
9/29/19,weekday,1170,8.33,0,23.25,Cash,25.630769
4/25/19,weekday,914,2.95,0,11.75,Cash,11.619256
2/28/19,weekday,180,0.4,0,4.5,Cash,8
12/23/19,weekday,2995,24.16,7,69.75,Credit,29.040401
9/18/19,weekday,2086,17.77,9.6,57.6,Credit,30.667306
4/17/19,weekday,665,4.75,5.55,24.3,Credit,25.714286
3/14/19,weekday,402,0.9,0,6.25,Cash,8.0597015
5/3/19,weekend,292,1.11,0,6.25,Cash,13.684932
2/28/19,weekday,1260,1.9,0,11.5,Cash,5.4285714
1/23/19,weekday,1466,8.29,0,24.25,Cash,20.357435
7/27/19,weekend,120,0.3,0,4.25,Cash,9
7/20/19,weekend,258,0.52,0,6.75,Credit,7.255814
11/16/19,weekend,480,0.1,2.1,12.1,Credit,0.75
10/16/19,weekday,660,0.9,2,10.5,Credit,4.9090909
11/16/19,weekend,2640,2.3,26.35,113.85,Credit,3.1363636
3/9/19,weekend,911,13.08,8.25,63.25,Credit,51.688255
6/28/19,weekend,1140,8.1,0,23,Cash,25.578947
6/3/19,weekday,2875,15.2,9.25,55.5,Credit,19.033043
2/14/19,weekday,328,0.8,2,8.25,Credit,8.7804878
1/18/19,weekend,1452,17.65,8.8,52.8,Credit,43.760331
1/21/19,weekday,447,1.07,0,6.75,Cash,8.6174497
9/22/19,weekday,165,0.66,0,5.75,Cash,14.4
6/16/19,weekday,1047,5.67,3.55,21.3,Credit,19.495702
9/28/19,weekend,119,0.21,0,3.75,Cash,6.3529412
2/1/19,weekend,171,0.47,0,4.25,Cash,9.8947368
7/26/19,weekend,364,0.87,0,6.25,Cash,8.6043956
12/28/19,weekend,2820,13.2,0,42,Cash,16.851064
7/2/19,weekday,594,1.08,0,7,Cash,6.5454545
9/30/19,weekday,758,2.48,0,10,Cash,11.778364
6/5/19,weekday,228,0.02,0,5.5,Cash,0.31578947
7/11/19,weekday,540,1,1,8,Credit,6.6666667
10/7/19,weekday,900,0.3,0,16,Cash,1.2
9/4/19,weekday,180,0.4,0,5.25,Cash,8
12/24/19,weekday,2946,16.58,5,55.5,Credit,20.260692
1/26/19,weekend,534,1.95,0,8.5,Cash,13.146067
4/4/19,weekday,679,2.49,0,10.25,Cash,13.201767
12/19/19,weekday,780,3.8,0,12.75,Cash,17.538462
1/3/19,weekday,885,3.06,0,10.75,Cash,12.447458
7/5/19,weekend,678,3.1,0,11.25,Cash,16.460177
9/12/19,weekday,540,1.3,2,9.75,Credit,8.6666667
12/7/19,weekend,89,0.28,0,3.75,Cash,11.325843
3/26/19,weekday,294,1.15,2,8.75,Credit,14.081633
1/16/19,weekday,579,1.5,2,10.25,Credit,9.3264249
10/5/19,weekend,480,0.1,0,9,Cash,0.75
12/17/19,weekday,645,3.68,0,13,Cash,20.539535
6/14/19,weekend,540,1.8,0,8,Cash,12
3/1/19,weekend,660,3.1,2.65,13.4,Credit,16.909091
4/18/19,weekday,972,2.4,0,12.5,Cash,8.8888889
8/28/19,weekday,660,1.2,2,10,Credit,6.5454545
2/25/19,weekday,420,1.7,0,7.75,Cash,14.571429
2/14/19,weekday,300,0.5,2,7,Credit,6
2/21/19,weekday,409,1.7,3,11,Credit,14.963325
7/10/19,weekday,4044,17.6,10.2,61.2,Credit,15.667656
3/18/19,weekday,1980,0.9,4,42.25,Credit,1.6363636
8/1/19,weekday,279,0.6,0,7,Cash,7.7419355
2/27/19,weekday,309,0.5,0,5.25,Cash,5.8252427
7/17/19,weekday,900,5.3,0,18.2,Cash,21.2
10/16/19,weekday,1680,2.4,3,17.5,Credit,5.1428571
4/24/19,weekday,803,0.96,0,9.25,Cash,4.3038605
10/9/19,weekday,1162,3.2,0,13.25,Cash,9.9139415
9/6/19,weekend,420,0.9,0,7.25,Cash,7.7142857
8/4/19,weekday,434,1,0,6.5,Credit,8.2949309
3/22/19,weekend,754,1.9,0,8.75,Cash,9.071618
2/15/19,weekend,360,0.8,2,8,Credit,8
6/17/19,weekday,1920,10.5,7,41.5,Credit,19.6875
11/22/19,weekend,949,7.93,0,21.75,Cash,30.082192
11/9/19,weekend,1860,3.6,0,17,Cash,6.9677419
9/26/19,weekday,420,0.8,0,6.25,Cash,6.8571429
1/20/19,weekday,1728,14.4,8.3,49.8,Credit,30
5/8/19,weekday,600,1.5,2,10,Credit,9
9/21/19,weekend,1063,7.78,4.45,26.7,Credit,26.348071
12/31/19,weekday,1984,15.72,0,44.75,Cash,28.524194
6/3/19,weekday,1863,17.16,0,47.25,Cash,33.15942
12/24/19,weekday,180,0.8,0,5,Cash,16
12/22/19,weekday,168,0.45,0,4.25,Cash,9.6428571
1/25/19,weekend,768,1.8,0,9,Cash,8.4375
4/20/19,weekend,1620,24.6,12.05,72.3,Credit,54.666667
10/22/19,weekday,360,0.8,3,10,Credit,8
7/25/19,weekday,1067,3.26,0,12.5,Cash,10.999063
7/13/19,weekend,342,1,0,6,Cash,10.526316
5/30/19,weekday,1200,0.5,4.95,29.2,Credit,1.5
7/8/19,weekday,240,0.7,0,5,Cash,10.5
5/18/19,weekend,180,0.5,0,4.25,Cash,10
11/3/19,weekday,1173,8.47,0,25.5,Cash,25.994885
12/21/19,weekend,1835,17.88,5,54.75,Credit,35.077929
10/1/19,weekday,125,0.36,2,6.75,Credit,10.368
5/21/19,weekday,738,1.86,2,11.75,Credit,9.0731707
8/20/19,weekday,928,6.89,0,19.5,Cash,26.728448
2/18/19,weekday,480,1.2,3,12.25,Credit,9
7/13/19,weekend,540,1.8,1,10.25,Credit,12
6/28/19,weekend,635,5.01,0,15.25,Cash,28.40315
9/1/19,weekday,1360,11.87,0,35,Credit,31.420588
7/17/19,weekday,240,0.4,0,5.25,Cash,6
9/7/19,weekend,960,2.9,0,12,Cash,10.875
1/24/19,weekday,660,0.1,0,9,Cash,0.54545455
10/11/19,weekend,1917,17.7,4,53.5,Credit,33.239437
7/27/19,weekend,3900,18.5,0,57,Cash,17.076923
10/26/19,weekend,640,1.18,3,12.5,Credit,6.6375
5/11/19,weekend,904,4.43,0,15.75,Cash,17.641593
7/24/19,weekday,228,0.95,0,5.5,Cash,15
10/28/19,weekday,300,0.7,0,5.5,Cash,8.4
9/19/19,weekday,516,0.84,1.5,8.25,Credit,5.8604651
6/28/19,weekend,1236,5.37,0,17.5,Cash,15.640777
4/10/19,weekday,180,0.4,3,8,Credit,8
10/15/19,weekday,388,0.85,0,6,Cash,7.8865979
2/4/19,weekday,868,4.6,0,14.25,Cash,19.078341
9/16/19,weekday,2968,17.3,8.8,52.8,Credit,20.983827
7/13/19,weekend,1440,17.3,5,75.25,Credit,43.25
10/15/19,weekday,564,1.73,3,11.75,Credit,11.042553
11/14/19,weekday,679,0.94,0,7.75,Cash,4.9837997
4/6/19,weekend,2564,0.68,0,5.5,Cash,0.95475819
5/3/19,weekend,225,0.4,0,4.75,Cash,6.4
5/13/19,weekday,504,1.04,2,9.5,Credit,7.4285714
3/17/19,weekday,660,7.3,0,30.25,Cash,39.818182
9/7/19,weekend,537,1.5,0,7.5,Cash,10.055866
5/6/19,weekday,402,0.91,0,6.25,Cash,8.1492537
7/19/19,weekend,344,0.44,0,5.5,Cash,4.6046512
3/25/19,weekday,208,0.6,0,5.75,Cash,10.384615
6/10/19,weekday,338,1.01,4,10.5,Credit,10.757396
12/17/19,weekday,331,1.28,0,7,Cash,13.92145
2/13/19,weekday,856,5.97,3.85,23.1,Credit,25.107477
