date,daytype,seconds,miles,tips,total,payment_type,speed
11/5/19,weekday,600,1.7,1.5,9.75,Credit,10.2
9/30/19,weekday,491,0.98,0,6.5,Cash,7.185336
11/14/19,weekday,277,0.6,2,7.5,Credit,7.7978339
3/9/19,weekend,2760,15.3,9.2,55.2,Credit,19.956522
11/1/19,weekend,540,1.9,2.65,12.9,Credit,12.666667
4/15/19,weekday,1980,11.1,6.3,37.8,Credit,20.181818
9/25/19,weekday,2946,12.53,8,48,Credit,15.311609
3/8/19,weekend,409,0.91,0,6.25,Cash,8.00978
6/1/19,weekend,300,0.8,4,11.25,Credit,9.6
3/20/19,weekday,240,0.4,0,5,Cash,6
9/13/19,weekend,659,5.97,0,32,Cash,32.61305
4/18/19,weekday,532,0.68,2,9,Credit,4.6015038
4/4/19,weekday,416,1,0,8,Cash,8.6538462
9/11/19,weekday,600,1.3,3,11,Credit,7.8
12/12/19,weekday,491,1.25,1,8.5,Credit,9.1649695
6/9/19,weekday,299,0.8,0,6.75,Cash,9.632107
12/15/19,weekday,3540,32.2,16.6,99.1,Credit,32.745763
3/25/19,weekday,480,1,0,6.5,Cash,7.5
11/15/19,weekend,180,0.4,0,4.75,Cash,8
1/10/19,weekday,120,0.3,0,4,Cash,9
12/12/19,weekday,3360,17.7,13.55,58.3,Credit,18.964286
1/5/19,weekend,812,3.05,0,11.25,Cash,13.522167
2/5/19,weekday,2430,14,5,48.75,Credit,20.740741
2/27/19,weekday,261,0.9,1,7.25,Credit,12.413793
4/21/19,weekday,341,0.71,0,5.75,Cash,7.4956012
9/20/19,weekend,540,1.4,0,7.5,Cash,9.3333333
8/16/19,weekend,747,1.42,3,11.75,Credit,6.8433735
7/20/19,weekend,480,1,2,9.75,Credit,7.5
6/26/19,weekday,1560,4.2,0,18.25,Cash,9.6923077
9/24/19,weekday,705,4.04,2.7,16.2,Credit,20.629787
8/9/19,weekend,271,0.8,0,5,Cash,10.627306
9/18/19,weekday,780,0.2,2.75,16,Credit,0.92307692
6/16/19,weekday,780,1.8,2.05,12.3,Credit,8.3076923
12/6/19,weekend,1380,9.3,0,25.5,Cash,24.26087
11/25/19,weekday,618,1.62,2,11.25,Credit,9.4368932
10/29/19,weekday,1380,14.2,0,40.25,Cash,37.043478
11/13/19,weekday,1664,12.77,0,34.25,Cash,27.627404
5/4/19,weekend,1048,2.29,0,11,Cash,7.8664122
11/15/19,weekend,300,0.5,0,5.25,Cash,6
3/6/19,weekday,1260,2.8,2.95,17.7,Credit,8
12/3/19,weekday,1039,4.35,0,15.25,Cash,15.072185
9/23/19,weekday,1968,15.07,7.95,47.7,Credit,27.567073
7/19/19,weekend,730,2.89,0,11,Cash,14.252055
5/16/19,weekday,217,0.4,0,4.5,Cash,6.6359447
3/21/19,weekday,216,0.43,0,4.5,Cash,7.1666667
7/25/19,weekday,304,0.53,0,5.25,Cash,6.2763158
11/27/19,weekday,1240,3.99,0,14.25,Cash,11.583871
10/17/19,weekday,711,2.13,1,10.75,Credit,10.78481
3/8/19,weekend,715,2.72,1,11.75,Credit,13.695105
4/19/19,weekend,359,0.6,0,6.5,Cash,6.0167131
2/22/19,weekend,484,1.41,0,7.25,Cash,10.487603
1/3/19,weekday,1439,9.69,0,29.75,Cash,24.241835
2/27/19,weekday,452,1.69,0,7.75,Cash,13.460177
5/8/19,weekday,660,1.2,1,9,Credit,6.5454545
4/16/19,weekday,2040,13,6.75,40.5,Credit,22.941176
12/13/19,weekend,900,1,0,8.75,Cash,4
11/5/19,weekday,180,1,0,5.5,Cash,20
10/16/19,weekday,360,0.8,0,6,Cash,8
11/7/19,weekday,206,0.7,0,5.75,Cash,12.23301
8/9/19,weekend,327,0.96,0,6,Cash,10.568807
11/14/19,weekday,3316,14.08,6.68,51.18,Credit,15.285887
3/4/19,weekday,149,0.56,0,4.5,Cash,13.530201
3/6/19,weekday,600,1.4,0,8,Cash,8.4
12/4/19,weekday,3397,17.4,9.7,58.2,Credit,18.4398
11/13/19,weekday,1974,15,8.55,51.3,Credit,27.355623
8/16/19,weekend,341,0.7,3,9,Credit,7.3900293
5/14/19,weekday,810,1.8,2,11.5,Credit,8
6/15/19,weekend,1054,1.78,4,15,Credit,6.0796964
3/19/19,weekday,261,1.2,1,7.25,Credit,16.551724
5/1/19,weekday,1320,2.6,3.1,15.6,Credit,7.0909091
7/10/19,weekday,1898,10.13,0,28,Cash,19.213909
2/27/19,weekday,714,2.33,0,10,Cash,11.747899
12/12/19,weekday,2061,5.73,4.3,25.8,Credit,10.008734
9/3/19,weekday,1021,1.62,2,12.5,Credit,5.712047
8/15/19,weekday,960,3.5,2,14.5,Credit,13.125
4/23/19,weekday,360,1,0,6.25,Cash,10
1/7/19,weekday,360,0.4,2,9,Credit,4
9/21/19,weekend,300,0.9,0,5.75,Cash,10.8
3/6/19,weekday,1460,5.35,0,17.5,Cash,13.191781
4/10/19,weekday,156,0.26,0,4.25,Cash,6
8/19/19,weekday,418,0.7,0,5.75,Cash,6.0287081
8/3/19,weekend,426,0.9,4,12.25,Credit,7.6056338
10/18/19,weekend,660,1.4,1.24,9.49,Credit,7.6363636
7/19/19,weekend,959,1.4,0,11.25,Cash,5.2554745
10/1/19,weekday,568,1.21,3,10.75,Credit,7.6690141
7/31/19,weekday,183,0.17,0,4,Cash,3.3442623
9/20/19,weekend,684,1.7,2,11,Credit,8.9473684
5/22/19,weekday,1398,4.24,3.4,20.4,Credit,10.918455
6/28/19,weekend,191,0.34,0,4.25,Cash,6.408377
8/17/19,weekend,1342,14.94,13.55,81.3,Credit,40.077496
8/21/19,weekday,329,0.67,3,10,Credit,7.331307
6/30/19,weekday,1145,14.54,7.4,44.4,Credit,45.715284
7/2/19,weekday,674,4.13,0,13,Cash,22.059347
3/26/19,weekday,720,5.3,4.15,20.9,Credit,26.5
2/21/19,weekday,480,1.1,3,11.5,Credit,8.25
5/11/19,weekend,254,0.8,2,7.75,Credit,11.338583
1/22/19,weekday,234,0.1,0,4.25,Cash,1.5384615
8/5/19,weekday,585,0.01,0,6.25,Cash,0.06153846
6/9/19,weekday,2119,12.59,0,33.5,Cash,21.389335
3/29/19,weekend,514,1.43,0,7.5,Cash,10.015564
11/18/19,weekday,641,3.39,2.4,18.4,Credit,19.039002
6/18/19,weekday,371,0.88,0,5.75,Cash,8.5390836
3/20/19,weekday,170,0.5,2,7,Credit,10.588235
9/15/19,weekday,139,0.35,4,10,Credit,9.0647482
8/3/19,weekend,1140,1.9,0,12.25,Cash,6
5/6/19,weekday,960,4.6,0,19.5,Cash,17.25
5/19/19,weekday,1560,12.9,6.9,40.9,Credit,29.769231
1/18/19,weekend,1020,0.2,0,13.75,Cash,0.70588235
4/11/19,weekday,840,5.8,0,19.25,Cash,24.857143
5/25/19,weekend,494,1.1,0,7.75,Cash,8.0161943
4/16/19,weekday,1320,10.3,6.5,39,Credit,28.090909
10/24/19,weekday,3407,17.7,0,52.25,Cash,18.702671
2/28/19,weekday,720,1.9,3,12,Credit,9.5
1/4/19,weekend,120,0.4,0,4.25,Cash,12
5/28/19,weekday,398,1.28,2,10.25,Credit,11.577889
5/29/19,weekday,2400,17.3,5,52.5,Credit,25.95
2/22/19,weekend,537,1.59,0,7.5,Cash,10.659218
11/26/19,weekday,600,1.3,2,9.5,Credit,7.8
9/12/19,weekday,720,0.1,0,9.5,Cash,0.5
3/27/19,weekday,420,1.4,2,9.25,Credit,12
10/3/19,weekday,2422,15.5,8.9,53.4,Credit,23.038811
4/12/19,weekend,568,1.32,0,9,Cash,8.3661972
2/18/19,weekday,300,1,0,8,Cash,12
3/12/19,weekday,2100,17.6,5,52.5,Credit,30.171429
11/6/19,weekday,545,1.4,3,10.75,Credit,9.2477064
11/27/19,weekday,926,3.4,0,12.75,Cash,13.218143
1/10/19,weekday,180,0.4,2,6.25,Credit,8
7/9/19,weekday,1140,2.2,0,11.5,Cash,6.9473684
3/18/19,weekday,360,0.7,0,5.75,Cash,7
10/10/19,weekday,120,0.4,0,5.25,Cash,12
2/28/19,weekday,1380,7.2,0,21.75,Cash,18.782609
3/30/19,weekend,804,5.3,0,18,Credit,23.731343
5/31/19,weekend,1320,3.1,2.75,16,Credit,8.4545455
5/11/19,weekend,1965,4,0,19,Cash,7.3282443
2/4/19,weekday,480,1.3,0,7,Cash,9.75
11/22/19,weekend,600,0.8,0,8,Cash,4.8
8/27/19,weekday,360,0.8,2,7.75,Credit,8
12/7/19,weekend,540,1.5,1,8.75,Credit,10
4/29/19,weekday,2580,16.9,7,53.25,Credit,23.581395
1/17/19,weekday,2540,14.26,0,42.25,Cash,20.211024
5/5/19,weekday,830,2.79,2,14,Credit,12.101205
10/18/19,weekend,360,1.6,0,7.5,Cash,16
9/18/19,weekday,1090,1.97,0,10.75,Cash,6.506422
11/25/19,weekday,308,0.8,0,5.5,Cash,9.3506494
1/17/19,weekday,313,0.84,0,5.75,Cash,9.6613419
4/18/19,weekday,1173,6.45,0,19.5,Cash,19.795396
11/22/19,weekend,360,0.7,0,5.75,Cash,7
7/19/19,weekend,540,1.8,0,8,Cash,12
8/28/19,weekday,754,3.34,2.5,15,Credit,15.94695
8/29/19,weekday,300,1.1,0,7.25,Cash,13.2
5/17/19,weekend,663,1.86,1,10.25,Credit,10.099548
2/28/19,weekday,317,0.83,0,5.75,Cash,9.4258675
5/22/19,weekday,387,1.03,0,6,Cash,9.5813953
2/7/19,weekday,600,1.3,0,7.5,Cash,7.8
11/5/19,weekday,720,2.6,2.35,13.6,Credit,13
5/20/19,weekday,1178,10.36,4.84,37.09,Credit,31.660441
7/26/19,weekend,480,1.3,0,7.25,Cash,9.75
4/22/19,weekday,293,0.8,0,5.5,Cash,9.8293515
5/12/19,weekday,615,2.22,0,9.75,Credit,12.995122
5/4/19,weekend,504,3.48,2.6,15.6,Credit,24.857143
7/20/19,weekend,1362,5.5,0,19.5,Cash,14.537445
2/14/19,weekday,660,1.5,2,10.25,Credit,8.1818182
7/20/19,weekend,1134,5.86,0,18,Cash,18.603175
7/6/19,weekend,1020,4,3.2,18.7,Credit,14.117647
6/7/19,weekend,587,1.46,2,10.25,Credit,8.9540034
10/13/19,weekday,1080,3.7,0,13.5,Credit,12.333333
1/8/19,weekday,1041,1.9,2,13,Credit,6.5706052
1/15/19,weekday,1500,17.4,9.5,57,Credit,41.76
4/20/19,weekend,826,3.45,0,15.75,Cash,15.03632
9/18/19,weekday,2328,16,9.8,58.8,Credit,24.742268
2/5/19,weekday,660,1.8,0,8.25,Credit,9.8181818
8/29/19,weekday,214,0.56,0,4.75,Cash,9.4205607
6/3/19,weekday,2760,18.9,3.25,50.5,Credit,24.652174
9/28/19,weekend,780,5.93,0,22,Cash,27.369231
10/11/19,weekend,960,1.7,0,9.75,Cash,6.375
6/22/19,weekend,480,2.4,1,11.25,Credit,18
4/8/19,weekday,357,1.16,0,6.5,Cash,11.697479
1/18/19,weekend,232,0.6,2,7.5,Credit,9.3103448
3/12/19,weekday,900,0.1,5,18,Credit,0.4
9/22/19,weekday,119,0.12,0,3.75,Cash,3.6302521
11/7/19,weekday,890,2.05,2,14.25,Credit,8.2921348
3/5/19,weekday,625,1.03,0,7.25,Cash,5.9328
5/21/19,weekday,720,1.9,2,11.5,Credit,9.5
7/21/19,weekday,498,0.77,0,6.75,Cash,5.5662651
4/5/19,weekend,578,1.91,0,8.5,Cash,11.896194
6/3/19,weekday,2220,17.7,11.15,55.4,Credit,28.702703
7/24/19,weekday,480,1.1,0,6.75,Cash,8.25
10/22/19,weekday,480,1.4,1.4,8.65,Credit,10.5
11/18/19,weekday,180,0.16,0,9,Cash,3.2
6/11/19,weekday,306,0.57,1.5,7.25,Credit,6.7058824
5/2/19,weekday,420,1,4,10,Credit,8.5714286
3/1/19,weekend,295,0.71,4,9.75,Credit,8.6644068
4/15/19,weekday,1472,12.19,0,31.75,Cash,29.8125
6/1/19,weekend,269,0.9,0,5.75,Cash,12.04461
4/18/19,weekday,409,1.67,1,9,Credit,14.699267
6/21/19,weekend,647,1.9,2,12.25,Credit,10.57187
3/6/19,weekday,2280,18.4,5,53,Credit,29.052632
12/12/19,weekday,375,0.9,0,7.5,Cash,8.64
7/12/19,weekend,3452,33.12,0,80.75,Cash,34.539977
2/13/19,weekday,660,1.1,2,10.5,Credit,6
5/25/19,weekend,601,2.96,0,11.25,Cash,17.730449
9/15/19,weekday,1140,6.7,4.4,25.9,Credit,21.157895
10/9/19,weekday,482,1.28,0,7,Cash,9.560166
8/12/19,weekday,1706,16.87,0,67.25,Cash,35.599062
5/14/19,weekday,360,2.4,0,9,Cash,24
12/20/19,weekend,660,1.6,1.2,9.2,Credit,8.7272727
11/18/19,weekday,386,0.4,0,5.25,Cash,3.7305699
5/18/19,weekend,387,0.7,0,5.75,Cash,6.5116279
10/24/19,weekday,480,1.7,0,7.75,Cash,12.75
7/6/19,weekend,721,1.94,0,10.75,Cash,9.6865465
11/5/19,weekday,3660,17.6,12.35,61.35,Credit,17.311475
6/20/19,weekday,1020,7.6,4.5,26.5,Credit,26.823529
5/26/19,weekday,420,1.1,2,8,Credit,9.4285714
2/23/19,weekend,600,1.8,0,10,Cash,10.8
12/11/19,weekday,300,0.9,2,8.75,Credit,10.8
3/8/19,weekend,1572,5.4,0,18,Cash,12.366412
4/1/19,weekday,248,0.64,1,6.5,Credit,9.2903226
7/18/19,weekday,820,1,2,10.75,Credit,4.3902439
2/20/19,weekday,455,0.9,0,6,Cash,7.1208791
1/23/19,weekday,1608,19.25,5,56.5,Credit,43.097015
10/24/19,weekday,420,1.5,2,9.5,Credit,12.857143
2/21/19,weekday,360,0.6,0,6.5,Cash,6
6/24/19,weekday,399,0.77,0,6,Cash,6.9473684
3/15/19,weekend,540,1.6,1,8.75,Credit,10.666667
7/18/19,weekday,374,0.56,2,8.75,Credit,5.3903743
1/10/19,weekday,1080,1.31,4,14.25,Credit,4.3666667
2/23/19,weekend,480,0.1,1,10.75,Credit,0.75
12/10/19,weekday,329,0.74,2,8,Credit,8.0972644
3/6/19,weekday,1223,2.22,3,15.5,Credit,6.5347506
2/8/19,weekend,387,0.7,1,7.5,Credit,6.5116279
3/14/19,weekday,418,0.97,0,6.25,Cash,8.354067
5/17/19,weekend,702,0.69,0,7.25,Cash,3.5384615
4/24/19,weekday,361,0.76,0,5.5,Cash,7.5789474
12/2/19,weekday,70,0.05,0,3.25,Cash,2.5714286
12/2/19,weekday,682,1.36,3,13.5,Credit,7.1788856
5/9/19,weekday,558,1.1,0,7.25,Cash,7.0967742
9/18/19,weekday,290,0.53,2,7.5,Credit,6.5793103
12/15/19,weekday,590,2.59,3,15.25,Credit,15.80339
5/5/19,weekday,2580,8.8,9,56,Credit,12.27907
6/6/19,weekday,621,0.8,2,9.5,Credit,4.6376812
3/29/19,weekend,661,2.5,0,9.75,Cash,13.615734
4/1/19,weekday,876,1.3,2,11.25,Credit,5.3424658
11/28/19,weekday,88,0.07,0,3.75,Cash,2.8636364
6/20/19,weekday,1311,1.94,0,12,Cash,5.3272311
4/15/19,weekday,480,1.3,0,7.25,Cash,9.75
10/28/19,weekday,600,0.9,0,8.75,Cash,5.4
3/19/19,weekday,1702,15.11,0,38,Cash,31.960047
10/12/19,weekend,1080,3.8,0,15.5,Cash,12.666667
7/27/19,weekend,1364,7.04,3.19,24.44,Credit,18.580645
8/22/19,weekday,2700,11.5,8.25,40.75,Credit,15.333333
5/24/19,weekend,420,1,3,10,Credit,8.5714286
7/31/19,weekday,2030,9.09,0,27.25,Cash,16.120197
5/12/19,weekday,1845,16,0,44.5,Cash,31.219512
4/12/19,weekend,3553,18.31,9.45,56.7,Credit,18.552209
9/5/19,weekday,1705,13.2,9.62,48.12,Credit,27.870968
4/10/19,weekday,733,1.73,0,8.75,Cash,8.4965894
10/4/19,weekend,2390,17.49,0,49.75,Cash,26.34477
8/27/19,weekday,660,1.6,0,8.25,Cash,8.7272727
6/28/19,weekend,2248,14.22,0,42,Cash,22.772242
6/23/19,weekday,670,1.3,2,12.25,Credit,6.9850746
10/31/19,weekday,780,6.2,0,19,Cash,28.615385
10/4/19,weekend,1973,16.1,0,48.25,Cash,29.376584
12/11/19,weekday,683,5.05,3.35,20.1,Credit,26.617862
6/13/19,weekday,480,1.58,1,9.25,Credit,11.85
8/14/19,weekday,729,2.35,0,11,Cash,11.604938
11/16/19,weekend,600,2.7,2.1,12.35,Credit,16.2
1/4/19,weekend,240,0.6,0,5.25,Cash,9
1/21/19,weekday,733,2.51,0,11.75,Cash,12.327422
9/16/19,weekday,1680,1.1,9.3,55.55,Credit,2.3571429
12/18/19,weekday,213,0.53,2,7.25,Credit,8.9577465
9/15/19,weekday,600,1.5,0,9.25,Cash,9
9/25/19,weekday,830,2.52,0,10.75,Cash,10.93012
12/4/19,weekday,620,7.44,0,20.5,Cash,43.2
9/18/19,weekday,482,1.8,0,8,Cash,13.443983
1/2/19,weekday,670,2.4,0,11,Cash,12.895522
6/26/19,weekday,552,1.45,2,10.25,Credit,9.4565217
7/12/19,weekend,1073,8.51,5.55,33.3,Credit,28.551724
1/27/19,weekday,1149,3.54,0,14,Cash,11.091384
6/18/19,weekday,900,3,2.5,15,Credit,12
7/15/19,weekday,240,0.9,1,6.75,Credit,13.5
7/20/19,weekend,540,2,2,10.5,Credit,13.333333
6/9/19,weekday,660,1.6,1,10.25,Credit,8.7272727
11/20/19,weekday,420,1.5,2,11,Credit,12.857143
4/22/19,weekday,587,1.18,2,10,Credit,7.2367973
12/9/19,weekday,2276,18.39,0,52.25,Cash,29.087873
2/28/19,weekday,716,3.36,1.88,14.38,Credit,16.893855
10/26/19,weekend,2356,13.37,5,41,Credit,20.429542
5/17/19,weekend,300,0.7,1,6.25,Credit,8.4
3/21/19,weekday,540,0.9,0,6.75,Cash,6
10/2/19,weekday,420,0.1,2.5,11.5,Credit,0.85714286
3/10/19,weekday,537,1.94,2,10.5,Credit,13.005587
7/18/19,weekday,546,1.65,2,11.75,Credit,10.879121
11/16/19,weekend,455,0.67,0,6.25,Cash,5.3010989
2/24/19,weekday,2026,15.3,0,39.5,Cash,27.186575
7/12/19,weekend,285,0.39,0,6.25,Cash,4.9263158
12/2/19,weekday,280,0.71,0,5.5,Cash,9.1285714
11/13/19,weekday,1388,3.79,0,13.5,Cash,9.8299712
12/3/19,weekday,532,2.4,2,13.75,Credit,16.240602
3/8/19,weekend,720,0.1,2,11.75,Credit,0.5
3/3/19,weekday,805,3.63,0,13.25,Cash,16.23354
6/19/19,weekday,3838,20.09,0,56.75,Cash,18.84419
12/22/19,weekday,460,1.08,0,7,Cash,8.4521739
9/29/19,weekday,240,0.4,2,9,Credit,6
11/20/19,weekday,405,0.91,0,6.25,Cash,8.0888889
9/27/19,weekend,720,1.6,1.31,10.06,Credit,8
12/4/19,weekday,1198,17.42,0,47.5,Cash,52.347245
9/16/19,weekday,480,1,0,7,Cash,7.5
8/5/19,weekday,1380,5.5,4.75,23.75,Credit,14.347826
3/25/19,weekday,399,0.77,0,6,Cash,6.9473684
12/3/19,weekday,420,2.1,0,8.5,Cash,18
6/12/19,weekday,393,1.4,3,10.5,Credit,12.824427
5/2/19,weekday,1020,5.4,0,16.25,Cash,19.058824
1/16/19,weekday,1358,14.85,12.35,74.1,Credit,39.366716
5/24/19,weekend,2265,24.22,5,68,Credit,38.495364
1/21/19,weekday,334,1.04,0,7.5,Cash,11.209581
6/12/19,weekday,171,0.33,0,4,Cash,6.9473684
9/4/19,weekday,600,3.6,1,13,Credit,21.6
1/7/19,weekday,480,1.4,0,7,Cash,10.5
12/4/19,weekday,420,1,2,8.25,Credit,8.5714286
9/26/19,weekday,142,0.55,3,8,Credit,13.943662
9/10/19,weekday,528,1.16,0,7.25,Cash,7.9090909
10/31/19,weekday,457,1.44,0,7.5,Cash,11.343545
5/24/19,weekend,379,0.8,0,5.75,Cash,7.5989446
6/26/19,weekday,955,2.84,2.6,15.6,Credit,10.705759
10/25/19,weekend,487,0.94,2,9.25,Credit,6.9486653
3/30/19,weekend,420,1.7,3,10.75,Credit,14.571429
11/27/19,weekday,720,1.7,0,8.5,Cash,8.5
9/28/19,weekend,2040,12.4,0,36.5,Cash,21.882353
11/16/19,weekend,600,0.1,0,9.25,Cash,0.6
4/22/19,weekday,566,2.58,3,13.25,Credit,16.409894
11/8/19,weekend,480,1.7,3,11,Credit,12.75
3/23/19,weekend,1405,17.71,11.06,55.31,Credit,45.377936
6/17/19,weekday,798,1.82,0,9,Cash,8.2105263
4/16/19,weekday,2497,13.3,9.44,47.19,Credit,19.17501
8/2/19,weekend,253,0.82,2,10.25,Credit,11.667984
7/28/19,weekday,233,0.6,0,4.5,Cash,9.2703863
8/14/19,weekday,477,1.51,0,7.5,Cash,11.396226
2/28/19,weekday,3790,18.4,12,60,Credit,17.477573
11/17/19,weekday,1380,12.6,5,41.25,Credit,32.869565
9/29/19,weekday,360,1.8,0,8,Cash,18
2/15/19,weekend,2832,14.5,0,43.5,Cash,18.432203
12/16/19,weekday,180,0.5,1,6.25,Credit,10
2/7/19,weekday,420,0.9,0,7.5,Cash,7.7142857
12/6/19,weekend,360,1.1,2,8,Credit,11
3/21/19,weekday,1020,9.5,6.5,32.5,Credit,33.529412
9/6/19,weekend,480,1.2,2,10.5,Credit,9
12/5/19,weekday,240,0.8,2,8,Credit,12
11/5/19,weekday,720,2,2,11.75,Credit,10
9/23/19,weekday,1314,9.97,0,31.75,Cash,27.315068
2/21/19,weekday,834,1.81,2,11.75,Credit,7.8129496
3/29/19,weekend,4380,18.3,11.1,67.1,Credit,15.041096
6/23/19,weekday,300,0.8,2,8.5,Credit,9.6
4/12/19,weekend,120,0.3,0,4,Cash,9
8/25/19,weekday,3780,7.7,0,35.5,Cash,7.3333333
4/5/19,weekend,420,1.5,2,9.5,Credit,12.857143
6/21/19,weekend,339,0.57,0,5.25,Cash,6.0530973
11/3/19,weekday,808,4.3,0,13.75,Cash,19.158416
7/4/19,weekday,1620,11.9,0,35.5,Cash,26.444444
3/15/19,weekend,3600,18,12.81,64.56,Credit,18
5/14/19,weekday,1320,0.3,0,17.5,Cash,0.81818182
3/5/19,weekday,576,0.8,0,6.75,Cash,5
7/15/19,weekday,240,0.4,0,4.75,Cash,6
10/20/19,weekday,360,1.2,1.5,8.5,Credit,12
3/6/19,weekday,360,0.5,0,6.5,Cash,5
10/16/19,weekday,2396,11.1,6.35,38.1,Credit,16.677796
1/16/19,weekday,206,0.48,0,4.75,Cash,8.3883495
9/23/19,weekday,4385,18.23,0,56,Cash,14.966477
3/25/19,weekday,374,1.2,2,9,Credit,11.550802
8/13/19,weekday,782,2.62,0,10.5,Cash,12.061381
8/24/19,weekend,660,1,3,11.75,Credit,5.4545455
10/22/19,weekday,972,7.47,0,21,Cash,27.666667
10/29/19,weekday,600,1,0,7.25,Cash,6
11/30/19,weekend,840,2.8,3.15,15.4,Credit,12
6/3/19,weekday,275,0.31,0,4.75,Cash,4.0581818
3/20/19,weekday,633,1.38,2,10.25,Credit,7.8483412
1/28/19,weekday,1725,8.4,0,42.5,Cash,17.530435
9/19/19,weekday,900,4.1,0,19.25,Cash,16.4
6/20/19,weekday,284,0.54,0,5,Cash,6.8450704
4/10/19,weekday,913,2.96,3,14.75,Credit,11.671413
10/3/19,weekday,1123,5.08,0,16.75,Cash,16.284951
1/10/19,weekday,535,0.56,0,6.25,Cash,3.7682243
8/8/19,weekday,584,1.03,3,10.5,Credit,6.3493151
1/23/19,weekday,1380,16.9,8,54.25,Credit,44.086957
12/6/19,weekend,680,1.99,2,13.75,Credit,10.535294
5/30/19,weekday,735,3.21,0,16,Cash,15.722449
2/21/19,weekday,468,1.02,0,7,Cash,7.8461538
6/1/19,weekend,305,0.79,0,5.5,Cash,9.3245902
10/16/19,weekday,292,0.44,0,5.75,Cash,5.4246575
7/27/19,weekend,621,3.3,0,11.25,Cash,19.130435
10/24/19,weekday,898,2.49,3,14,Credit,9.9821826
8/12/19,weekday,625,1.57,2,10.75,Credit,9.0432
9/26/19,weekday,1662,12.58,0,38.75,Cash,27.249097
7/4/19,weekday,600,2.2,0,9.75,Cash,13.2
11/9/19,weekend,540,1.6,0,8.5,Cash,10.666667
2/23/19,weekend,540,1.7,2,10,Credit,11.333333
4/6/19,weekend,720,3.46,0,11.75,Cash,17.3
6/28/19,weekend,2456,16.35,0,50,Cash,23.965798
4/18/19,weekday,655,2.46,2,12.5,Credit,13.520611
8/6/19,weekday,2040,17,5,54.25,Credit,30
9/1/19,weekday,595,1.12,0,7.5,Cash,6.7764706
3/19/19,weekday,960,0.3,0,8.5,Cash,1.125
2/27/19,weekday,2520,17.4,10.88,54.38,Credit,24.857143
12/1/19,weekday,360,1,2,9,Credit,10
11/12/19,weekday,420,1.3,0,7,Cash,11.142857
6/28/19,weekend,214,0.4,0,4.75,Cash,6.728972
8/7/19,weekday,418,1.08,0,7.75,Cash,9.3014354
10/9/19,weekday,900,0.2,3,16.25,Credit,0.8
11/1/19,weekend,553,1.23,2,11,Credit,8.0072333
5/24/19,weekend,1365,13.6,0,59.25,Cash,35.868132
6/7/19,weekend,457,1.63,0,7.75,Cash,12.840263
5/16/19,weekday,623,2.58,3,13.25,Credit,14.908507
11/18/19,weekday,406,1,2,9,Credit,8.8669951
9/28/19,weekend,1108,5.15,0,18.5,Credit,16.732852
5/24/19,weekend,3000,17.6,8.95,53.2,Credit,21.12
6/8/19,weekend,300,1,1.5,7.5,Credit,12
5/18/19,weekend,840,2.4,1,12,Credit,10.285714
1/28/19,weekday,787,5.16,2.48,18.98,Credit,23.603558
10/29/19,weekday,360,1.1,3,10,Credit,11
9/13/19,weekend,1293,11.13,7.2,43.2,Credit,30.988399
5/7/19,weekday,1869,17.46,8.7,52.2,Credit,33.630819
3/2/19,weekend,711,2.3,2,12,Credit,11.64557
6/20/19,weekday,480,1.2,3,10.25,Credit,9
6/20/19,weekday,554,1.36,0,7.5,Cash,8.8375451
6/17/19,weekday,1080,0.4,0,19,Cash,1.3333333
4/14/19,weekday,540,1.5,0,7.75,Cash,10
3/4/19,weekday,352,1.33,4,11,Credit,13.602273
9/6/19,weekend,323,0.76,2,8,Credit,8.4705882
1/19/19,weekend,322,0.95,3,9.5,Credit,10.621118
7/7/19,weekday,879,4.6,0,14.75,Cash,18.83959
4/22/19,weekday,236,0.58,2,7.5,Credit,8.8474576
7/10/19,weekday,956,2.94,3.12,15.62,Credit,11.07113
2/27/19,weekday,1380,13.3,10.1,43.85,Credit,34.695652
5/16/19,weekday,810,1.6,0,8.75,Cash,7.1111111
11/4/19,weekday,879,3.36,0,12.75,Cash,13.761092
11/9/19,weekend,142,0.2,0,3.75,Cash,5.0704225
11/5/19,weekday,1204,8.09,0,22.5,Cash,24.189369
4/18/19,weekday,2608,18.17,9.1,54.6,Credit,25.081288
11/13/19,weekday,776,3,2.55,15.3,Credit,13.917526
10/24/19,weekday,420,1.5,2,9.75,Credit,12.857143
4/5/19,weekend,296,0.61,0,5.25,Cash,7.4189189
4/30/19,weekday,480,1.3,1.75,8.75,Credit,9.75
7/19/19,weekend,886,2.55,2,13.25,Credit,10.361174
10/17/19,weekday,1267,8.23,0,23.25,Cash,23.384373
12/18/19,weekday,606,2.06,2,13.25,Credit,12.237624
3/14/19,weekday,2182,16.7,9.05,54.3,Credit,27.552704
3/3/19,weekday,511,1.28,0,6.75,Cash,9.0176125
3/17/19,weekday,1052,3.7,0,13.5,Cash,12.661597
12/9/19,weekday,480,0.1,0,6,Cash,0.75
9/30/19,weekday,2580,20.3,5,54.25,Credit,28.325581
10/17/19,weekday,780,0.1,0,10.25,Cash,0.46153846
2/22/19,weekend,548,1.6,0,8,Cash,10.510949
6/20/19,weekday,3120,20.3,11.5,69,Credit,23.423077
9/15/19,weekday,900,0.1,2.55,14.8,Credit,0.4
